Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level,Affects_Academic_Performance_Numeric
437,19,Female,Undergraduate,Usa,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,19-21,1.616051531894987,High,1
438,21,Male,Graduate,Mexico,6.7,Whatsapp,Yes,5.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
440,22,Male,Graduate,Canada,4.2,Tiktok,Yes,8.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
443,20,Female,Undergraduate,Ireland,3.7,Tiktok,Yes,8.2,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
444,22,Male,Graduate,India,7.0,Whatsapp,Yes,5.3,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,19-21,-1.5364562987247306,Low,0
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
447,20,Female,Undergraduate,Usa,8.0,Tiktok,Yes,4.3,5,In Relationship,4,9,19-21,1.616051531894987,High,1
448,22,Male,Graduate,Mexico,6.8,Whatsapp,Yes,5.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
451,20,Female,Undergraduate,Spain,3.9,Tiktok,Yes,8.0,6,Single,3,7,19-21,0.3550483996471,Medium,1
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
454,21,Male,Graduate,India,7.1,Whatsapp,Yes,5.2,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,19-21,-1.5364562987247306,Low,0
456,22,Male,Graduate,Turkey,4.2,Tiktok,Yes,8.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
457,19,Female,Undergraduate,Usa,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,19-21,1.616051531894987,High,1
458,21,Male,Graduate,Mexico,6.9,Whatsapp,Yes,5.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
460,22,Male,Graduate,Canada,4.0,Tiktok,Yes,8.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
463,20,Female,Undergraduate,Ireland,3.5,Tiktok,Yes,8.4,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
464,22,Male,Graduate,India,7.2,Whatsapp,Yes,5.1,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,19-21,-1.5364562987247306,Low,0
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
467,20,Female,Undergraduate,Usa,8.2,Tiktok,Yes,4.1,5,In Relationship,4,9,19-21,1.616051531894987,High,1
468,22,Male,Graduate,Mexico,7.0,Whatsapp,Yes,5.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
471,20,Female,Undergraduate,Spain,3.7,Tiktok,Yes,8.2,6,Single,3,7,19-21,0.3550483996471,Medium,1
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
474,21,Male,Graduate,India,7.3,Whatsapp,Yes,5.0,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,19-21,-1.5364562987247306,Low,0
476,22,Male,Graduate,Turkey,4.0,Tiktok,Yes,8.2,6,Single,3,7,22-24,0.3550483996471,Medium,1
477,19,Female,Undergraduate,Usa,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,19-21,1.616051531894987,High,1
478,21,Male,Graduate,Mexico,7.1,Whatsapp,Yes,5.1,6,Single,3,7,19-21,0.3550483996471,Medium,1
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
480,22,Male,Graduate,Canada,3.8,Tiktok,Yes,8.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,19-21,-1.5364562987247306,Low,0
483,20,Female,Undergraduate,Ireland,3.3,Tiktok,Yes,8.6,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
484,22,Male,Graduate,India,7.4,Whatsapp,Yes,4.9,5,In Relationship,4,8,22-24,0.9855499657710435,High,1
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,19-21,-1.5364562987247306,Low,0
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
487,20,Female,Undergraduate,Usa,8.4,Tiktok,Yes,3.9,5,In Relationship,4,9,19-21,1.616051531894987,High,1
488,22,Male,Graduate,Mexico,7.2,Whatsapp,Yes,5.0,6,Single,3,7,22-24,0.3550483996471,Medium,1
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
491,20,Female,Undergraduate,Spain,3.5,Tiktok,Yes,8.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
494,21,Male,Graduate,India,7.5,Whatsapp,Yes,4.8,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,19-21,-1.5364562987247306,Low,0
496,22,Male,Graduate,Turkey,3.8,Tiktok,Yes,8.4,6,Single,3,7,22-24,0.3550483996471,Medium,1
497,19,Female,Undergraduate,Usa,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,19-21,1.616051531894987,High,1
498,21,Male,Graduate,Mexico,7.3,Whatsapp,Yes,4.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
500,22,Male,Graduate,Canada,3.6,Tiktok,Yes,8.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
501,19,Female,Undergraduate,Brazil,6.2,Whatsapp,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium,1
502,21,Male,Graduate,China,4.5,Wechat,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,19-21,-1.5364562987247306,Low,0
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium,1
505,19,Female,Undergraduate,Singapore,5.1,Tiktok,Yes,7.0,6,Single,3,7,19-21,0.3550483996471,Medium,1
506,21,Male,Graduate,Malaysia,5.5,Whatsapp,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
507,20,Female,Undergraduate,Uae,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,22-24,-0.9059547326007871,Low,0
509,19,Female,Undergraduate,India,6.8,Whatsapp,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
512,22,Male,Graduate,China,4.4,Wechat,No,7.9,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
513,19,Female,Undergraduate,Netherlands,3.7,Tiktok,No,8.3,8,Single,2,4,19-21,-1.5364562987247306,Low,0
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
515,20,Female,Undergraduate,Singapore,5.2,Tiktok,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
516,22,Male,Graduate,Malaysia,5.6,Whatsapp,Yes,6.7,6,Single,3,7,22-24,0.3550483996471,Medium,1
517,19,Female,Undergraduate,Uae,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,19-21,-0.9059547326007871,Low,0
519,20,Female,Undergraduate,India,6.9,Whatsapp,Yes,5.9,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
520,22,Male,Graduate,Canada,4.7,Tiktok,Yes,7.5,7,Single,3,6,22-24,-0.27545316647684354,Medium,1
521,19,Female,Undergraduate,Brazil,6.0,Whatsapp,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
522,21,Male,Graduate,China,4.3,Wechat,No,8.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,19-21,-1.5364562987247306,Low,0
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium,1
525,19,Female,Undergraduate,Singapore,5.3,Tiktok,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
526,21,Male,Graduate,Malaysia,5.7,Whatsapp,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
527,20,Female,Undergraduate,Uae,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,22-24,-0.9059547326007871,Low,0
529,19,Female,Undergraduate,India,7.0,Whatsapp,Yes,5.8,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
531,20,Female,Undergraduate,Brazil,5.9,Tiktok,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
532,22,Male,Graduate,China,4.2,Wechat,No,8.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,19-21,-1.5364562987247306,Low,0
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
535,20,Female,Undergraduate,Singapore,5.4,Tiktok,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
536,22,Male,Graduate,Malaysia,5.8,Whatsapp,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium,1
537,19,Female,Undergraduate,Uae,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,19-21,-0.9059547326007871,Low,0
539,20,Female,Undergraduate,India,7.1,Whatsapp,Yes,5.7,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
540,22,Male,Graduate,Canada,4.5,Tiktok,Yes,7.7,7,Single,3,6,22-24,-0.27545316647684354,Medium,1
541,19,Female,Undergraduate,Brazil,5.8,Whatsapp,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
542,21,Male,Graduate,China,4.1,Wechat,No,8.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,19-21,-1.5364562987247306,Low,0
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium,1
545,19,Female,Undergraduate,Singapore,5.5,Tiktok,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
546,21,Male,Graduate,Malaysia,5.9,Whatsapp,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
547,20,Female,Undergraduate,Uae,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,22-24,-0.9059547326007871,Low,0
549,19,Female,Undergraduate,India,7.2,Whatsapp,Yes,5.6,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
551,20,Female,Undergraduate,Brazil,5.7,Tiktok,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium,1
552,22,Male,Graduate,China,4.0,Wechat,No,8.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,19-21,-1.5364562987247306,Low,0
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium,1
555,20,Female,Undergraduate,Singapore,5.6,Tiktok,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
556,22,Male,Graduate,Malaysia,6.0,Whatsapp,Yes,6.3,6,Single,3,7,22-24,0.3550483996471,Medium,1
557,19,Female,Undergraduate,Uae,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,19-21,-0.9059547326007871,Low,0
559,20,Female,Undergraduate,India,7.3,Whatsapp,Yes,5.5,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
560,22,Male,Graduate,Canada,4.3,Tiktok,Yes,7.9,7,Single,3,6,22-24,-0.27545316647684354,Medium,1
561,19,Female,Undergraduate,Brazil,5.6,Whatsapp,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium,1
562,21,Male,Graduate,China,3.9,Wechat,No,8.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,19-21,-1.5364562987247306,Low,0
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium,1
565,19,Female,Undergraduate,Singapore,5.7,Tiktok,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium,1
566,21,Male,Graduate,Malaysia,6.1,Whatsapp,Yes,6.2,6,Single,3,7,19-21,0.3550483996471,Medium,1
567,20,Female,Undergraduate,Uae,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,22-24,-0.9059547326007871,Low,0
569,19,Female,Undergraduate,India,7.4,Whatsapp,Yes,5.4,5,In Relationship,4,8,19-21,0.9855499657710435,High,1
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,19-21,-0.27545316647684354,Medium,1
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,19-21,0.3550483996471,Medium,1
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,22-24,-1.5364562987247306,Low,0
573,19,Female,Undergraduate,Ireland,5.5,Tiktok,Yes,6.8,6,Single,4,8,19-21,0.9855499657710435,High,1
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High,1
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
576,24,Male,Graduate,Turkey,6.8,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
577,20,Female,Undergraduate,Usa,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High,1
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,19-21,-0.9059547326007871,Low,0
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,22-24,-0.27545316647684354,Medium,1
581,21,Female,Undergraduate,Uk,6.3,Tiktok,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High,1
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High,1
584,22,Male,Graduate,China,5.8,Wechat,Yes,6.5,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,19-21,-1.5364562987247306,Low,0
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High,1
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
588,24,Male,Graduate,Spain,6.6,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,22-24,0.3550483996471,Medium,1
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High,1
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
593,21,Female,Undergraduate,Turkey,6.9,Tiktok,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High,1
594,24,Male,Graduate,Usa,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High,1
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
597,23,Female,Graduate,Canada,4.9,Tiktok,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
598,20,Male,Undergraduate,Uk,6.4,Facebook,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,19-21,0.9855499657710435,High,1
601,24,Female,Graduate,China,5.5,Wechat,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,19-21,-1.5364562987247306,Low,0
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High,1
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
605,22,Female,Graduate,Spain,6.3,Tiktok,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High,1
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,19-21,1.616051531894987,High,1
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
610,20,Male,Undergraduate,Turkey,6.6,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
611,22,Female,Graduate,Usa,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High,1
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
615,23,Female,Graduate,Uk,6.1,Tiktok,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High,1
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High,1
618,19,Male,Undergraduate,China,5.6,Wechat,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,22-24,-1.5364562987247306,Low,0
620,21,Male,Undergraduate,Poland,6.3,Tiktok,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High,1
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
625,24,Female,Graduate,India,7.0,Tiktok,Yes,5.8,4,Single,5,9,22-24,1.616051531894987,High,1
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High,1
628,20,Male,Undergraduate,Usa,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
631,24,Female,Graduate,Canada,5.6,Tiktok,Yes,6.7,6,Single,3,7,22-24,0.3550483996471,Medium,1
632,21,Male,Undergraduate,Uk,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High,1
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,19-21,1.616051531894987,High,1
635,22,Female,Graduate,China,5.7,Wechat,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,19-21,-1.5364562987247306,Low,0
637,24,Female,Graduate,Poland,6.1,Tiktok,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High,1
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium,1
642,19,Male,Undergraduate,India,7.2,Tiktok,Yes,5.7,4,Single,5,9,19-21,1.616051531894987,High,1
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High,1
645,23,Female,Graduate,Usa,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
648,23,Male,Graduate,Canada,5.7,Tiktok,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
649,21,Female,Undergraduate,Uk,6.2,Twitter,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High,1
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,19-21,1.616051531894987,High,1
652,22,Male,Graduate,China,5.6,Wechat,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,19-21,-1.5364562987247306,Low,0
654,23,Male,Graduate,Poland,6.2,Tiktok,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High,1
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High,1
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
